"","Source","Station","Date","Time","SampleDepth","SampleId","ParameterType","ParameterName","Value","Qualifier","Problem","Description"
"1330","JRA","JRA.J29","08/20/2020","10:45 AM",0.3,1,"WaterQuality","WT.2","23.9",NA,NA,"Water Temp (deg C)"
"1331","JRA","JRA.J29","08/20/2020","10:45 AM",0.3,NA,"Comments","COMMENTS","Recent storms on Wed am at Scottsville (or West).  Ramp was covered with a layer of mud.",NA,NA,"Comments (open text)"
"1332","JRA","JRA.J30","07/02/2020","01:30 PM",0.3,1,"WaterQuality","AT.2","28",NA,NA,"Air Temp (deg C)"
"1333","JRA","JRA.J30","07/02/2020","01:30 PM",0.3,1,"WaterQuality","CO.4","170",NA,NA,"Conductivity (uS/cm)"
"1334","JRA","JRA.J30","07/02/2020","01:30 PM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1335","JRA","JRA.J30","07/02/2020","01:30 PM",0.3,1,"WaterQuality","WC.6","3.3",NA,NA,"Turbidity (NTU)"
"1336","JRA","JRA.J30","07/02/2020","01:30 PM",0.3,1,"WaterQuality","WT.2","27.6",NA,NA,"Water Temp (deg C)"
"1337","JRA","JRA.J30","07/02/2020","01:30 PM",0.3,NA,"Comments","COMMENTS","Sunny and hot. Clear skies and river running clear and smooth.",NA,NA,"Comments (open text)"
"1338","JRA","JRA.J30","07/16/2020","12:10 PM",0.3,1,"WaterQuality","AT.2","29.2",NA,NA,"Air Temp (deg C)"
"1339","JRA","JRA.J30","07/16/2020","12:10 PM",0.3,1,"WaterQuality","CO.4","230",NA,NA,"Conductivity (uS/cm)"
"1340","JRA","JRA.J30","07/16/2020","12:10 PM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1341","JRA","JRA.J30","07/16/2020","12:10 PM",0.3,1,"WaterQuality","WC.6","1.18",NA,NA,"Turbidity (NTU)"
"1342","JRA","JRA.J30","07/16/2020","12:10 PM",0.3,1,"WaterQuality","WT.2","29",NA,NA,"Water Temp (deg C)"
"1343","JRA","JRA.J30","07/16/2020","12:10 PM",0.3,NA,"Comments","COMMENTS","The site at time of collection was partly cloudy and breezy.  The river had average flow and depth with good water clarity.  River traffic was low with one motorized craft noted.",NA,NA,"Comments (open text)"
"1344","JRA","JRA.J30","07/23/2020","10:45 PM",0.3,1,"WaterQuality","AT.2","28.6",NA,NA,"Air Temp (deg C)"
"1345","JRA","JRA.J30","07/23/2020","10:45 PM",0.3,1,"WaterQuality","CO.4","260",NA,NA,"Conductivity (uS/cm)"
"1346","JRA","JRA.J30","07/23/2020","10:45 PM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1347","JRA","JRA.J30","07/23/2020","10:45 PM",0.3,1,"WaterQuality","WC.6","1.34",NA,NA,"Turbidity (NTU)"
"1348","JRA","JRA.J30","07/23/2020","10:45 PM",0.3,1,"WaterQuality","WT.2","30",NA,NA,"Water Temp (deg C)"
"1349","JRA","JRA.J30","07/23/2020","10:45 PM",0.3,NA,"Comments","COMMENTS","Warm crystal-clear water (86F)!  Overcast.  Forecast to clear and then thunder. Conditions as yesterday which had 8mm (.3in) rain.  Bather in the river, otherwise no activity.  Fishes nibbling our feet!",NA,NA,"Comments (open text)"
"1350","JRA","JRA.J30","08/06/2020","10:45 AM",0.3,1,"WaterQuality","AT.2","25.9",NA,NA,"Air Temp (deg C)"
"1351","JRA","JRA.J30","08/06/2020","10:45 AM",0.3,1,"WaterQuality","CO.4","230",NA,NA,"Conductivity (uS/cm)"
"1352","JRA","JRA.J30","08/06/2020","10:45 AM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1353","JRA","JRA.J30","08/06/2020","10:45 AM",0.3,1,"WaterQuality","WC.6","2.55",NA,NA,"Turbidity (NTU)"
"1354","JRA","JRA.J30","08/06/2020","10:45 AM",0.3,1,"WaterQuality","WT.2","28.5",NA,NA,"Water Temp (deg C)"
"1355","JRA","JRA.J30","08/06/2020","10:45 AM",0.3,NA,"Comments","COMMENTS","Sunny.  No traffic on river.",NA,NA,"Comments (open text)"
"1356","JRA","JRA.J35","06/06/2020","02:49 AM",0.3,1,"WaterQuality","AT.2","32.4",NA,NA,"Air Temp (deg C)"
"1357","JRA","JRA.J35","06/06/2020","02:49 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"1358","JRA","JRA.J35","06/06/2020","02:49 AM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1359","JRA","JRA.J35","06/06/2020","02:49 AM",0.3,1,"WaterQuality","WC.6","6.8",NA,NA,"Turbidity (NTU)"
"1360","JRA","JRA.J35","06/06/2020","02:49 AM",0.3,1,"WaterQuality","WT.2","24.6",NA,NA,"Water Temp (deg C)"
"1361","JRA","JRA.J35","06/06/2020","02:49 AM",0.3,NA,"Comments","COMMENTS","River levels have dropped and the water has cleared up! Some rain west of the Blue Ridge may bring water levels back up as the weekend goes on, however we should be getting nowhere close to high water levels we have seen the last few weeks. Have fun out there in this weekend and be safe!",NA,NA,"Comments (open text)"
"1362","JRA","JRA.J35","06/11/2020","10:30 AM",0.3,1,"WaterQuality","AT.2","27.2",NA,NA,"Air Temp (deg C)"
"1363","JRA","JRA.J35","06/11/2020","10:30 AM",0.3,1,"WaterQuality","CO.4","225",NA,NA,"Conductivity (uS/cm)"
"1364","JRA","JRA.J35","06/11/2020","10:30 AM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1365","JRA","JRA.J35","06/11/2020","10:30 AM",0.3,1,"WaterQuality","WC.6","2.39",NA,"F","Turbidity (NTU)"
"1366","JRA","JRA.J35","06/11/2020","10:30 AM",0.3,1,"WaterQuality","WT.2","25.7",NA,NA,"Water Temp (deg C)"
"1367","JRA","JRA.J35","06/11/2020","10:30 AM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; Light showers previous evening in area, cloudy:  10 NTU standard read 8.22 NTU",NA,NA,"Comments (open text)"
"1368","JRA","JRA.J35","07/09/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","27.5",NA,NA,"Air Temp (deg C)"
"1369","JRA","JRA.J35","07/09/2020","10:15 AM",0.3,1,"WaterQuality","CO.4","275",NA,NA,"Conductivity (uS/cm)"
"1370","JRA","JRA.J35","07/09/2020","10:15 AM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1371","JRA","JRA.J35","07/09/2020","10:15 AM",0.3,1,"WaterQuality","WC.6","7.23",NA,"F","Turbidity (NTU)"
"1372","JRA","JRA.J35","07/09/2020","10:15 AM",0.3,1,"WaterQuality","WT.2","28.3",NA,NA,"Water Temp (deg C)"
"1373","JRA","JRA.J35","07/09/2020","10:15 AM",0.3,NA,"Comments","COMMENTS","Turbidity Calibration Standard Issue; Warm and clear",NA,NA,"Comments (open text)"
"1374","JRA","JRA.J35","07/30/2020","12:00 PM",0.3,1,"WaterQuality","AT.2","31.6",NA,NA,"Air Temp (deg C)"
"1375","JRA","JRA.J35","07/30/2020","12:00 PM",0.3,1,"WaterQuality","CO.4","340",NA,NA,"Conductivity (uS/cm)"
"1376","JRA","JRA.J35","07/30/2020","12:00 PM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1377","JRA","JRA.J35","07/30/2020","12:00 PM",0.3,1,"WaterQuality","WT.2","29.9",NA,NA,"Water Temp (deg C)"
"1378","JRA","JRA.J35","07/30/2020","12:00 PM",0.3,NA,"Comments","COMMENTS","Partly cloudy, hot. Turbidity meter missing. Sample collected by Sue and Tim Coleman.",NA,NA,"Comments (open text)"
"1379","JRA","JRA.J35","08/10/2020","01:48 PM",0.3,1,"WaterQuality","AT.2","27.5",NA,NA,"Air Temp (deg C)"
"1380","JRA","JRA.J35","08/10/2020","01:48 PM",0.3,1,"WaterQuality","CO.4","350",NA,NA,"Conductivity (uS/cm)"
"1381","JRA","JRA.J35","08/10/2020","01:48 PM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1382","JRA","JRA.J35","08/10/2020","01:48 PM",0.3,1,"WaterQuality","WC.6","1.97",NA,NA,"Turbidity (NTU)"
"1383","JRA","JRA.J35","08/10/2020","01:48 PM",0.3,1,"WaterQuality","WT.2","28.2",NA,NA,"Water Temp (deg C)"
"1384","JRA","JRA.M05","06/25/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","22.4",NA,NA,"Air Temp (deg C)"
"1385","JRA","JRA.M05","06/25/2020","10:15 AM",0.3,1,"WaterQuality","CO.4","210",NA,NA,"Conductivity (uS/cm)"
"1386","JRA","JRA.M05","06/25/2020","10:15 AM",0.3,1,"WaterQuality","ECOLI.1","34","<",NA,"Coliscan CFU/100mL)"
"1387","JRA","JRA.M05","06/25/2020","10:15 AM",0.3,1,"WaterQuality","WC.6","5.46",NA,NA,"Turbidity (NTU)"
"1388","JRA","JRA.M05","06/25/2020","10:15 AM",0.3,1,"WaterQuality","WT.2","21.5",NA,NA,"Water Temp (deg C)"
"1389","JRA","JRA.M05","06/25/2020","10:15 AM",0.3,NA,"Comments","COMMENTS","River not as high as last week.  Normal conditions.  Waders and fishermen on beach.",NA,NA,"Comments (open text)"
"1390","JRA","JRA.M05","06/18/2020","10:10 AM",0.3,1,"WaterQuality","AT.2","19.6",NA,NA,"Air Temp (deg C)"
"1391","JRA","JRA.M05","06/18/2020","10:10 AM",0.3,1,"WaterQuality","CO.4","270",NA,NA,"Conductivity (uS/cm)"
"1392","JRA","JRA.M05","06/18/2020","10:10 AM",0.3,1,"WaterQuality","ECOLI.1","334",NA,NA,"Coliscan CFU/100mL)"
"1393","JRA","JRA.M05","06/18/2020","10:10 AM",0.3,1,"WaterQuality","WC.6","4.33",NA,NA,"Turbidity (NTU)"
"1394","JRA","JRA.M05","06/18/2020","10:10 AM",0.3,1,"WaterQuality","WT.2","18.1",NA,NA,"Water Temp (deg C)"
"1395","JRA","JRA.M05","06/18/2020","10:10 AM",0.3,NA,"Comments","COMMENTS","Rainy past several days, River up, leave litter along shore, water light green and translucent.",NA,NA,"Comments (open text)"
"1396","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,1,"WaterQuality","AT.2","33.5",NA,NA,"Air Temp (deg C)"
"1397","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"1398","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,2,"WaterQuality","ENT.1","63",NA,NA,"Enterolert (CFU/100mL)"
"1399","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,1,"WaterQuality","ENT.1","75",NA,NA,"Enterolert (CFU/100mL)"
"1400","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1401","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,1,"WaterQuality","WC.6","21.3",NA,NA,"Turbidity (NTU)"
"1402","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,1,"WaterQuality","WT.2","27.6",NA,NA,"Water Temp (deg C)"
"1403","JRA","JRA.J05","08/27/2020","10:10 AM",0.3,NA,"Comments","COMMENTS","Dry, no rain 3 days clear sky slight breeze
Tide ebbing 2.5 hours after high tide 
Small waves coming onshore at collection site",NA,NA,"Comments (open text)"
"1404","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,1,"WaterQuality","AT.2","27.1",NA,NA,"Air Temp (deg C)"
"1405","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,1,"WaterQuality","CO.4","460",NA,NA,"Conductivity (uS/cm)"
"1406","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,2,"WaterQuality","ENT.1","41",NA,NA,"Enterolert (CFU/100mL)"
"1407","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,1,"WaterQuality","ENT.1","63",NA,NA,"Enterolert (CFU/100mL)"
"1408","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1409","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,1,"WaterQuality","WC.6","6.88",NA,NA,"Turbidity (NTU)"
"1410","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,1,"WaterQuality","WT.2","28.2",NA,NA,"Water Temp (deg C)"
"1411","JRA","JRA.P05","07/16/2020","09:45 AM",0.3,NA,"Comments","COMMENTS","very warm, breeze from the SW",NA,NA,"Comments (open text)"
"1412","JRA","JRA.C01","06/25/2020","10:40 AM",0.3,1,"WaterQuality","AT.2","24",NA,NA,"Air Temp (deg C)"
"1413","JRA","JRA.C01","06/25/2020","10:40 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"1414","JRA","JRA.C01","06/25/2020","10:40 AM",0.3,2,"WaterQuality","ENT.1","31",NA,NA,"Enterolert (CFU/100mL)"
"1415","JRA","JRA.C01","06/25/2020","10:40 AM",0.3,1,"WaterQuality","ENT.1","62",NA,NA,"Enterolert (CFU/100mL)"
"1416","JRA","JRA.C01","06/25/2020","10:40 AM",0.3,1,"WaterQuality","","1",NA,NA,"Salinity (ppt)"
"1417","JRA","JRA.C01","06/25/2020","10:40 AM",0.3,1,"WaterQuality","WC.6","11.8",NA,NA,"Turbidity (NTU)"
"1418","JRA","JRA.C01","06/25/2020","10:40 AM",0.3,1,"WaterQuality","WT.2","26",NA,NA,"Water Temp (deg C)"
"1419","JRA","JRA.J23","06/25/2020","12:35 PM",0.3,2,"WaterQuality","ECOLI.4","20.1",NA,NA,"Colilert (CFU/100mL)"
"1420","JRA","JRA.J23","06/25/2020","12:35 PM",0.3,NA,"Comments","COMMENTS","DUPLICATE",NA,NA,"Comments (open text)"
"1421","JRA","JRA.C01","05/28/2020","10:45 AM",0.3,1,"WaterQuality","AT.2","26",NA,NA,"Air Temp (deg C)"
"1422","JRA","JRA.C01","05/28/2020","10:45 AM",0.3,1,"WaterQuality","CO.4","170",NA,NA,"Conductivity (uS/cm)"
"1423","JRA","JRA.C01","05/28/2020","10:45 AM",0.3,1,"WaterQuality","ENT.1","30",NA,NA,"Enterolert (CFU/100mL)"
"1424","JRA","JRA.C01","05/28/2020","10:45 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1425","JRA","JRA.C01","05/28/2020","10:45 AM",0.3,1,"WaterQuality","WC.6","16.1",NA,NA,"Turbidity (NTU)"
"1426","JRA","JRA.C01","05/28/2020","10:45 AM",0.3,1,"WaterQuality","WT.2","22.6",NA,NA,"Water Temp (deg C)"
"1427","JRA","JRA.C01","05/28/2020","10:45 AM",0.3,NA,"Comments","COMMENTS","0 ppt salinity. Sampled from beach adjacent to fishing pier since pier is closed for maintenance.",NA,NA,"Comments (open text)"
"1428","JRA","JRA.C01","06/04/2020","10:42 AM",0.3,1,"WaterQuality","AT.2","29",NA,NA,"Air Temp (deg C)"
"1429","JRA","JRA.C01","06/04/2020","10:42 AM",0.3,1,"WaterQuality","CO.4","130",NA,NA,"Conductivity (uS/cm)"
"1430","JRA","JRA.C01","06/04/2020","10:42 AM",0.3,1,"WaterQuality","ENT.1","10",NA,NA,"Enterolert (CFU/100mL)"
"1431","JRA","JRA.C01","06/04/2020","10:42 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1432","JRA","JRA.C01","06/04/2020","10:42 AM",0.3,1,"WaterQuality","WC.6","8.48",NA,NA,"Turbidity (NTU)"
"1433","JRA","JRA.C01","06/04/2020","10:42 AM",0.3,1,"WaterQuality","WT.2","25.4",NA,NA,"Water Temp (deg C)"
"1434","JRA","JRA.C01","06/04/2020","10:42 AM",0.3,NA,"Comments","COMMENTS","No recent rain, 0 ppt salinity",NA,NA,"Comments (open text)"
"1435","JRA","JRA.C01","06/11/2020","10:56 AM",0.3,1,"WaterQuality","AT.2","25.5",NA,NA,"Air Temp (deg C)"
"1436","JRA","JRA.C01","06/11/2020","10:56 AM",0.3,1,"WaterQuality","CO.4","150",NA,NA,"Conductivity (uS/cm)"
"1437","JRA","JRA.C01","06/11/2020","10:56 AM",0.3,1,"WaterQuality","ENT.1","86",NA,NA,"Enterolert (CFU/100mL)"
"1438","JRA","JRA.C01","06/11/2020","10:56 AM",0.3,1,"WaterQuality","WC.6","26.6",NA,NA,"Turbidity (NTU)"
"1439","JRA","JRA.C01","06/11/2020","10:56 AM",0.3,1,"WaterQuality","WT.2","25.7",NA,NA,"Water Temp (deg C)"
"1440","JRA","JRA.C01","06/18/2020","10:49 AM",0.3,1,"WaterQuality","AT.2","26.5",NA,NA,"Air Temp (deg C)"
"1441","JRA","JRA.C01","06/18/2020","10:49 AM",0.3,1,"WaterQuality","CO.4","160",NA,NA,"Conductivity (uS/cm)"
"1442","JRA","JRA.C01","06/18/2020","10:49 AM",0.3,1,"WaterQuality","ENT.1","97",NA,NA,"Enterolert (CFU/100mL)"
"1443","JRA","JRA.C01","06/18/2020","10:49 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1444","JRA","JRA.C01","06/18/2020","10:49 AM",0.3,1,"WaterQuality","WC.6","13.2",NA,NA,"Turbidity (NTU)"
"1445","JRA","JRA.C01","06/18/2020","10:49 AM",0.3,1,"WaterQuality","WT.2","24.5",NA,NA,"Water Temp (deg C)"
"1446","JRA","JRA.C01","06/18/2020","10:49 AM",0.3,NA,"Comments","COMMENTS","Light wind, high tide, recent rain",NA,NA,"Comments (open text)"
"1447","JRA","JRA.C01","07/02/2020","10:50 AM",0.3,1,"WaterQuality","AT.2","29",NA,NA,"Air Temp (deg C)"
"1448","JRA","JRA.C01","07/02/2020","10:50 AM",0.3,1,"WaterQuality","CO.4","180",NA,NA,"Conductivity (uS/cm)"
"1449","JRA","JRA.C01","07/02/2020","10:50 AM",0.3,1,"WaterQuality","ENT.1","41",NA,NA,"Enterolert (CFU/100mL)"
"1450","JRA","JRA.C01","07/02/2020","10:50 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1451","JRA","JRA.C01","07/02/2020","10:50 AM",0.3,1,"WaterQuality","WC.6","8.4",NA,NA,"Turbidity (NTU)"
"1452","JRA","JRA.C01","07/02/2020","10:50 AM",0.3,1,"WaterQuality","WT.2","29.1",NA,NA,"Water Temp (deg C)"
"1453","JRA","JRA.C01","07/02/2020","10:50 AM",0.3,NA,"Comments","COMMENTS","Warm, high tide",NA,NA,"Comments (open text)"
"1454","JRA","JRA.C01","07/09/2020","11:11 AM",0.3,1,"WaterQuality","AT.2","34",NA,NA,"Air Temp (deg C)"
"1455","JRA","JRA.C01","07/09/2020","11:11 AM",0.3,1,"WaterQuality","CO.4","190",NA,NA,"Conductivity (uS/cm)"
"1456","JRA","JRA.C01","07/09/2020","11:11 AM",0.3,1,"WaterQuality","ENT.1","20",NA,NA,"Enterolert (CFU/100mL)"
"1457","JRA","JRA.C01","07/09/2020","11:11 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1458","JRA","JRA.C01","07/09/2020","11:11 AM",0.3,1,"WaterQuality","WC.6","9.62",NA,NA,"Turbidity (NTU)"
"1459","JRA","JRA.C01","07/09/2020","11:11 AM",0.3,1,"WaterQuality","WT.2","30.2",NA,NA,"Water Temp (deg C)"
"1460","JRA","JRA.C01","07/09/2020","11:11 AM",0.3,NA,"Comments","COMMENTS","Wind from NE and tropical system offshore pushing water up the river. Kayakers using the ramp to launch. Construction on the pier is completed and pier is fully open.",NA,NA,"Comments (open text)"
"1461","JRA","JRA.C01","07/16/2020","10:35 AM",0.3,1,"WaterQuality","AT.2","31",NA,NA,"Air Temp (deg C)"
"1462","JRA","JRA.C01","07/16/2020","10:35 AM",0.3,1,"WaterQuality","CO.4","330",NA,NA,"Conductivity (uS/cm)"
"1463","JRA","JRA.C01","07/16/2020","10:35 AM",0.3,1,"WaterQuality","ENT.1","10",NA,NA,"Enterolert (CFU/100mL)"
"1464","JRA","JRA.C01","07/16/2020","10:35 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1465","JRA","JRA.C01","07/16/2020","10:35 AM",0.3,1,"WaterQuality","WT.2","29.9",NA,NA,"Water Temp (deg C)"
"1466","JRA","JRA.C01","07/16/2020","10:35 AM",0.3,NA,"Comments","COMMENTS","hot, slight breeze",NA,NA,"Comments (open text)"
"1467","JRA","JRA.C01","07/23/2020","11:23 AM",0.3,1,"WaterQuality","AT.2","30.1",NA,NA,"Air Temp (deg C)"
"1468","JRA","JRA.C01","07/23/2020","11:23 AM",0.3,1,"WaterQuality","CO.4","670",NA,NA,"Conductivity (uS/cm)"
"1469","JRA","JRA.C01","07/23/2020","11:23 AM",0.3,1,"WaterQuality","ENT.1","41",NA,NA,"Enterolert (CFU/100mL)"
"1470","JRA","JRA.C01","07/23/2020","11:23 AM",0.3,1,"WaterQuality","","1",NA,NA,"Salinity (ppt)"
"1471","JRA","JRA.C01","07/23/2020","11:23 AM",0.3,1,"WaterQuality","WC.6","9.77",NA,NA,"Turbidity (NTU)"
"1472","JRA","JRA.C01","07/23/2020","11:23 AM",0.3,1,"WaterQuality","WT.2","31.1",NA,NA,"Water Temp (deg C)"
"1473","JRA","JRA.C01","07/23/2020","11:23 AM",0.3,NA,"Comments","COMMENTS","Hot spell continues. Kayakers and fishing people active. Wind from west at 5-7 knots. Low tide.",NA,NA,"Comments (open text)"
"1474","JRA","JRA.C01","07/31/2020","10:50 AM",0.3,1,"WaterQuality","AT.2","30.3",NA,NA,"Air Temp (deg C)"
"1475","JRA","JRA.C01","07/31/2020","10:50 AM",0.3,1,"WaterQuality","CO.4","1330",NA,NA,"Conductivity (uS/cm)"
"1476","JRA","JRA.C01","07/31/2020","10:50 AM",0.3,1,"WaterQuality","ENT.1","1","<",NA,"Enterolert (CFU/100mL)"
"1477","JRA","JRA.C01","07/31/2020","10:50 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1478","JRA","JRA.C01","07/31/2020","10:50 AM",0.3,1,"WaterQuality","WC.6","9.94",NA,NA,"Turbidity (NTU)"
"1479","JRA","JRA.C01","07/31/2020","10:50 AM",0.3,1,"WaterQuality","WT.2","30.7",NA,NA,"Water Temp (deg C)"
"1480","JRA","JRA.C01","07/31/2020","10:50 AM",0.3,NA,"Comments","COMMENTS","Hot and dry, low 90s, high tide. Father and son fishing from pier, kayakers on the river. Osprey abound in this area.",NA,NA,"Comments (open text)"
"1481","JRA","JRA.C01","08/06/2020","10:50 AM",0.3,1,"WaterQuality","AT.2","27.8",NA,NA,"Air Temp (deg C)"
"1482","JRA","JRA.C01","08/06/2020","10:50 AM",0.3,1,"WaterQuality","CO.4","1010",NA,NA,"Conductivity (uS/cm)"
"1483","JRA","JRA.C01","08/06/2020","10:50 AM",0.3,1,"WaterQuality","ENT.1","20",NA,NA,"Enterolert (CFU/100mL)"
"1484","JRA","JRA.C01","08/06/2020","10:50 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1485","JRA","JRA.C01","08/06/2020","10:50 AM",0.3,1,"WaterQuality","WC.6","8.68",NA,NA,"Turbidity (NTU)"
"1486","JRA","JRA.C01","08/06/2020","10:50 AM",0.3,1,"WaterQuality","WT.2","29",NA,NA,"Water Temp (deg C)"
"1487","JRA","JRA.C01","08/06/2020","10:50 AM",0.3,NA,"Comments","COMMENTS","High water Post Tropical Storm",NA,NA,"Comments (open text)"
"1488","JRA","JRA.C01","08/13/2020","10:10 AM",0.3,1,"WaterQuality","AT.2","27.2",NA,NA,"Air Temp (deg C)"
"1489","JRA","JRA.C01","08/13/2020","10:10 AM",0.3,1,"WaterQuality","CO.4","290",NA,NA,"Conductivity (uS/cm)"
"1490","JRA","JRA.C01","08/13/2020","10:10 AM",0.3,1,"WaterQuality","ENT.1","1","<",NA,"Enterolert (CFU/100mL)"
"1491","JRA","JRA.C01","08/13/2020","10:10 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1492","JRA","JRA.C01","08/13/2020","10:10 AM",0.3,1,"WaterQuality","WC.6","10.4",NA,NA,"Turbidity (NTU)"
"1493","JRA","JRA.C01","08/13/2020","10:10 AM",0.3,1,"WaterQuality","WT.2","28.2",NA,NA,"Water Temp (deg C)"
"1494","JRA","JRA.C01","08/13/2020","10:10 AM",0.3,NA,"Comments","COMMENTS","Sunny with increasing clouds, Thunderstorms previous evening",NA,NA,"Comments (open text)"
"1495","JRA","JRA.C01","08/20/2020","10:15 AM",0.3,1,"WaterQuality","AT.2","26",NA,NA,"Air Temp (deg C)"
"1496","JRA","JRA.C01","08/20/2020","10:15 AM",0.3,1,"WaterQuality","CO.4","160",NA,NA,"Conductivity (uS/cm)"
"1497","JRA","JRA.C01","08/20/2020","10:15 AM",0.3,1,"WaterQuality","ENT.1","10",NA,NA,"Enterolert (CFU/100mL)"
"1498","JRA","JRA.C01","08/20/2020","10:15 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1499","JRA","JRA.C01","08/20/2020","10:15 AM",0.3,1,"WaterQuality","WC.6","9.12",NA,NA,"Turbidity (NTU)"
"1500","JRA","JRA.C01","08/20/2020","10:15 AM",0.3,1,"WaterQuality","WT.2","26.5",NA,NA,"Water Temp (deg C)"
"1501","JRA","JRA.C01","08/20/2020","10:15 AM",0.3,NA,"Comments","COMMENTS","Thunderstorms previous day, Mostly sunny. Couple fishermen present",NA,NA,"Comments (open text)"
"1502","JRA","JRA.C01","08/27/2020","11:30 AM",0.3,1,"WaterQuality","AT.2","29.5",NA,NA,"Air Temp (deg C)"
"1503","JRA","JRA.C01","08/27/2020","11:30 AM",0.3,1,"WaterQuality","CO.4","120",NA,NA,"Conductivity (uS/cm)"
"1504","JRA","JRA.C01","08/27/2020","11:30 AM",0.3,1,"WaterQuality","ENT.1","1","<",NA,"Enterolert (CFU/100mL)"
"1505","JRA","JRA.C01","08/27/2020","11:30 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1506","JRA","JRA.C01","08/27/2020","11:30 AM",0.3,1,"WaterQuality","WC.6","11.9",NA,NA,"Turbidity (NTU)"
"1507","JRA","JRA.C01","08/27/2020","11:30 AM",0.3,1,"WaterQuality","WT.2","29",NA,NA,"Water Temp (deg C)"
"1508","JRA","JRA.C01","08/27/2020","11:30 AM",0.3,NA,"Comments","COMMENTS","Fishing pier reopened so sampled taken at end of pier
Dry, no rain 3 days
ebbing, 1hr 45 minutes after high tide. Strong current

Clear day some wind",NA,NA,"Comments (open text)"
"1509","JRA","JRA.C01","09/03/2020","10:40 AM",0.3,1,"WaterQuality","AT.2","26",NA,NA,"Air Temp (deg C)"
"1510","JRA","JRA.C01","09/03/2020","10:40 AM",0.3,1,"WaterQuality","CO.4","140",NA,NA,"Conductivity (uS/cm)"
"1511","JRA","JRA.C01","09/03/2020","10:40 AM",0.3,1,"WaterQuality","ENT.1","20",NA,NA,"Enterolert (CFU/100mL)"
"1512","JRA","JRA.C01","09/03/2020","10:40 AM",0.3,1,"WaterQuality","","0",NA,NA,"Salinity (ppt)"
"1513","JRA","JRA.C01","09/03/2020","10:40 AM",0.3,1,"WaterQuality","WC.6","12.2",NA,NA,"Turbidity (NTU)"
"1514","JRA","JRA.C01","09/03/2020","10:40 AM",0.3,1,"WaterQuality","WT.2","29.1",NA,NA,"Water Temp (deg C)"
"1515","JRA","JRA.C01","09/03/2020","10:40 AM",0.3,NA,"Comments","COMMENTS","Tide strong upstream flow 2 hours after low tide
Sampled at end fishing pier
Clear calm sunny day",NA,NA,"Comments (open text)"
